"NID","CaseID","CaseDT","EventName","DisasterMainType","DisasterSubType","Coordinate","WGS84_lon","WGS84_lat","CityName","TownName","Address","CaseDescription","DeathNo","MissingNo","InjuredNo","TrappedNo","ShelterNo","CaseStatus","GeometryType","SourceType","CaseInformer","Is_Traffic","Is_Serious","nTWD97_X","nTWD97_Y","WriteDateTime"
186242,"052017060000013","2017-06-21T10:00:00","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.21217015022256,24.885498878082018",121.21217,24.885499,"桃園市","龍潭區  ","桃園市龍潭區烏林里8鄰中豐路579號","(里幹事許瑞琴回報)接獲民眾通報，桃園市龍潭區中豐路與工二路口一棵約3公尺路樹遭強風吹倒，砸中一輛停放於路旁的小貨車，所幸現場無人傷亡。",0,0,1,0,0,"未指派","點","災情查報GIS","","否","否",271436.29,2753112.01,"2017-06-21T10:27:00"
186636,"052017060000014","2017-06-21T10:00:00","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","121.21961596244662,24.885391818668108",121.219616,24.885392,"桃園市","龍潭區  ","桃園市龍潭區烏樹林里","(里幹事許瑞琴回報)接獲民眾通報，桃園市龍潭區中豐路與工二路口一棵約3公尺路樹遭強風吹倒，砸中一輛停放於路旁的小貨車，所幸現場無人傷亡。 ==================== (烏樹林里長曾盛佳回報)桃園市龍潭區燈潭橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。 ",0,0,1,0,0,"處理中","點","災情查報GIS","","是","否",272188.59,2753101.35,"2017-06-21T10:58:00"
187007,"112017060001887","2017-06-21T10:00:00","106年6月EMIC操作演練中央專案","其他災情","人員落水","121.55356,25.25974",121.55356,25.25974,"新北市","石門區  ","石門區老梅溪","大雨導致新北市石門區老梅溪溪水暴漲，5名釣客遭大水沖走，目前尚未有消息。",0,0,0,0,0,"處理中","點","自建系統","","是","否",305758.86,2794662.28,"2017-06-21T11:28:00"
187006,"112017060001888","2017-06-21T10:00:00","106年6月EMIC操作演練中央專案","其他災情","其他","121.56763,25.29125",121.56763,25.29125,"新北市","石門區  ","石門區老梅里中山路與石門街路口","接獲民眾通報，新北市石門區中山路與石門街口一顆約3公尺路樹遭強風吹倒，砸中一輛停放於路旁的小貨車，所幸現場無傷亡。",0,0,0,0,0,"處理中","點","自建系統","","是","否",307161.36,2798158.54,"2017-06-21T11:28:00"
186637,"112017060001872","2017-06-21T10:00:00","106年6月EMIC操作演練中央專案","其他災情","人員落水","121.71846,24.90217",121.71846,24.90217,"新北市","坪林區  ","坪林區石(石曹)里石(石曹)溪","大雨導致於新北市坪林區石(石曹)里石(石曹)溪溪水暴漲，5名釣客遭大水沖走，目前仍未有消息。",0,0,0,0,0,"處理中","點","自建系統","","是","否",322579.9,2755133.43,"2017-06-21T10:58:00"
186640,"112017060001864","2017-06-21T10:00:00","106年6月EMIC操作演練中央專案","其他災情","溪水暴漲","121.49083,25.26097",121.49083,25.26097,"新北市","三芝區  ","三芝區古庄里3鄰5號","新北市三芝區中正橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"處理中","點","自建系統","","否","否",299439.6,2794773.95,"2017-06-21T10:58:00"
186639,"112017060001865","2017-06-21T10:00:00","106年6月EMIC操作演練中央專案","其他災情","其他","121.46347,25.23849",121.46347,25.23849,"新北市","三芝區  ","三芝區埔坪里中正路與忠孝街口","接獲民眾通報，新北市三芝區中正路與忠孝街口一棵約3公尺路樹遭強風吹倒，砸中一輛停放於路旁的小貨車，所幸無人傷亡。",0,0,0,0,0,"處理中","點","自建系統","","否","否",296692.28,2792274.1,"2017-06-21T10:58:00"
186638,"112017060001868","2017-06-21T10:00:00","106年6月EMIC操作演練中央專案","其他災情","溪水暴漲","121.61616,25.00243",121.61616,25.00243,"新北市","深坑區  ","深坑區深坑里深坑街10號","新北市深坑區中正橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"處理中","點","自建系統","","否","否",312194.74,2766188.06,"2017-06-21T10:58:00"
186244,"112017060001843","2017-06-21T10:00:00","106年6月EMIC操作演練中央專案","其他災情","溪水暴漲","121.53780,24.91316",121.5378,24.91316,"新北市","新店區  ","新店區廣興里平廣橋","新北市新店區平廣橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"處理中","點","自建系統","","否","否",304324.14,2756266.46,"2017-06-21T10:27:00"
186641,"042017060002138","2017-06-21T09:59:48","106年6月EMIC操作演練中央專案","其他災情","人員落水","121.804608549461,24.7598789730671",121.804609,24.759879,"宜蘭縣","壯圍鄉  ","宜蘭縣壯圍鄉蘭陽溪","大雨導致於宜蘭縣壯圍鄉蘭陽溪溪水暴漲，5名釣客遭大水沖走目前仍未有消息。",0,5,0,0,0,"未指派","點","災情查報WEB","","否","否",331376.06,2739421.07,"2017-06-21T10:58:00"
186245,"042017060001900","2017-06-21T09:59:42","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","120.521639152258,23.3990734447115",120.521639,23.399073,"嘉義縣","中埔鄉  ","嘉義縣中埔鄉110號","○○市○○區○○路○○社區因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",201107.09,2588555.88,"2017-06-21T10:27:00"
186246,"042017060001925","2017-06-21T09:59:25","106年6月EMIC操作演練中央專案","路樹災情","路樹傾斜","120.78652088851,23.8375125676617",120.786521,23.837513,"南投縣","集集鎮  ","南投縣集集鎮","接獲民眾通報，民生路與集集路口一棵約3公尺路樹被強風吹倒，砸中一輛停放路旁小貨車，現場無人傷亡。",0,0,0,0,0,"未指派","點","災情查報WEB","","否","是",228253.07,2637044.66,"2017-06-21T10:27:00"
186247,"042017060001907","2017-06-21T09:59:02","106年6月EMIC操作演練中央專案","其他災情","人員落水","120.16088247299194,23.238322887255904",120.160882,23.238323,"臺南市","學甲區  ","臺南市學甲區將軍溪[臺南市學甲區中洲里]","大雨導致於臺南市學甲區將軍溪溪水暴漲，5名釣客遭大水沖走，目前仍未有消息。",0,5,0,0,0,"未指派","點","災情查報WEB","","否","否",164129.77,2570921.82,"2017-06-21T10:27:00"
186248,"042017060001974","2017-06-21T09:58:59","106年6月EMIC操作演練中央專案","路樹災情","路樹傾斜","120.223984,22.860038",120.223984,22.860038,"高雄市","路竹區  ","高雄市路竹區頂寮里三公路40號","路樹倒塌廣告招牌掉落",0,0,1,0,0,"未指派","點","災情查報WEB","","否","否",170365.33,2528994.37,"2017-06-21T10:27:00"
186249,"042017060001937","2017-06-21T09:58:31","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.422945743568,22.7103851997674",120.422946,22.710385,"高雄市","大樹區  ","高雄市大樹區檨腳里中興北路100號","大雨導致高雄市大樹區檨腳里中興北路100號附近，積淹水約30公分，使得車輛無法通行。",0,0,1,0,0,"未指派","點","災情查報WEB","","否","是",190718.69,2512329.06,"2017-06-21T10:27:00"
186250,"042017060001919","2017-06-21T09:58:30","106年6月EMIC操作演練中央專案","其他災情","人員落水","120.23224532604218,23.04734405794693",120.232245,23.047344,"臺南市","永康區  ","臺南市永康區鹽洲里","大雨導致於臺南市永康區鹽洲里鹽水溪溪水暴漲，5名釣客遭大水沖走，目前仍未有消息。",0,5,0,0,0,"未指派","點","災情查報WEB","","否","否",171321.55,2549732.07,"2017-06-21T10:27:00"
186251,"072017060000220","2017-06-21T09:58:24","106年6月EMIC操作演練中央專案","積淹水災情","房屋積淹水","120.5396285595379,23.706795299621565",120.539629,23.706795,"雲林縣","斗六市  ","雲林縣斗六市西平路舊榮橋","2017/06/21 09:58:24 - 斗六市西平路舊榮橋水位達1級警戒水位,目前已進行封橋作業,暫時禁止人車通行.",0,0,0,0,0,"待處理","點","119消防署派遣系統","","否","否",203055.21,2622627.98,"2017-06-21T10:27:00"
186252,"042017060001902","2017-06-21T09:58:21","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.281952,22.621024",120.281952,22.621024,"高雄市","鹽埕區  ","高雄市鹽埕區江南里大勇路","梅雨季節適逢漲潮海水倒灌，導致鹽埕區江南里大勇路與必信街段積水達60公分，1位民眾被打滑車輀衝撞骨折送醫急救。",0,0,1,0,0,"未指派","點","災情查報WEB","","否","否",176186,2502496.91,"2017-06-21T10:27:00"
186253,"042017060001912","2017-06-21T09:58:16","106年6月EMIC操作演練中央專案","鐵路、高鐵及捷運災情","其他","120.44843673706055,23.49985248603017",120.448437,23.499852,"嘉義市","東區   ","嘉義市東區嘉北火車站[嘉義市東區中庄里]","台鐵嘉北站部分路段因大雨造成水淹過軌道，導致嘉北地區列車全面停駛",0,0,0,0,0,"待處理","點","災情查報WEB","","是","否",193667.72,2599743.13,"2017-06-21T10:27:00"
186254,"042017060001916","2017-06-21T09:58:08","106年6月EMIC操作演練中央專案","路樹災情","路樹傾斜","120.35184502601624,23.10370212993395",120.351845,23.103702,"臺南市","山上區  ","[臺南市山上區明和里15鄰1號]","接獲民眾通報，臺南市山上區明和里15鄰附近街口一棵約3公尺路樹遭強風吹倒，砸中一輛停放於路旁的小貨車，所幸現場無人傷亡。",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",183606.03,2555913.81,"2017-06-21T10:27:00"
186255,"042017060001911","2017-06-21T09:58:06","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.39928901169333,23.608626427662017",120.399289,23.608626,"嘉義縣","溪口鄉  ","嘉義縣溪口鄉溪東村和平橋[嘉義縣溪口鄉游東村]","嘉義縣溪口鄉和平橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",188698.52,2611809.43,"2017-06-21T10:27:00"
186256,"072017060000218","2017-06-21T09:57:54","106年6月EMIC操作演練中央專案","其他災情","其他","120.84251143585486,24.5747262978317",120.842511,24.574726,"苗栗縣","苗栗市  ","苗栗縣苗栗市頭屋大橋[苗栗縣苗栗市嘉盛里橋頭北]","2017/06/21 09:57:54 - 苗栗縣苗栗市頭屋大橋水位因達一級警戒水位，目前已進行封橋作，暫時禁止人車通行。",0,0,0,0,0,"待處理","點","119消防署派遣系統","","否","否",234048.82,2718683.94,"2017-06-21T10:27:00"
186257,"042017060001913","2017-06-21T09:57:32","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.991693,24.668766",120.991693,24.668766,"新竹縣","峨眉鄉  ","新竹縣峨眉鄉湖光村湖光大橋","新竹縣峨眉鄉湖光大橋水位因達1級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",249159.26,2729090.33,"2017-06-21T10:27:00"
186258,"042017060001896","2017-06-21T09:57:07","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.521639152258,23.3990734447115",120.521639,23.399073,"嘉義縣","中埔鄉  ","嘉義縣中埔鄉","滿周橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",201107.09,2588555.88,"2017-06-21T10:27:00"
186259,"042017060001898","2017-06-21T09:57:06","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","121.301735,25.023883",121.301735,25.023883,"桃園市","桃園區  ","桃園市桃園區天祥七街","因豪雨導致排水溝宣洩不及，附近10戶民宅水淹及膝。",0,0,0,30,0,"未指派","點","災情查報WEB","","是","否",280451.33,2768456.81,"2017-06-21T10:27:00"
186260,"042017060001893","2017-06-21T09:56:52","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.995828349709,24.832624860738",120.995828,24.832625,"新竹縣","竹北市  ","新竹縣竹北市","禁止人車通行",0,0,0,0,0,"已處理","點","災情查報WEB","","是","是",249578.34,2747239,"2017-06-21T10:27:00"
186261,"042017060001897","2017-06-21T09:55:48","106年6月EMIC操作演練中央專案","其他災情","人員落水","121.707011085418,25.1441610366763",121.707011,25.144161,"基隆市","安樂區  ","基隆市安樂田寮河","大雨導致信義區田寮河河水暴漲,5名鈞客遭大水沖走,目前仍未有消息.",0,5,0,0,0,"未指派","點","災情查報WEB","","否","否",321283.37,2781932.13,"2017-06-21T10:27:00"
186262,"042017060001899","2017-06-21T09:55:06","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.352657064162,23.2683120025368",120.352657,23.268312,"臺南市","柳營區  ","臺南市柳營區","臺南市柳營區急水溪橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",183770.3,2574142.41,"2017-06-21T10:27:00"
186642,"112017060001870","2017-06-21T09:55:00","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","121.64459,25.21472",121.64459,25.21472,"新北市","萬里區  ","萬里區新北市萬里區大鵬里加投路加投社區","新北市萬里區加投路加投社區因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。",0,0,0,0,0,"處理中","點","自建系統","","是","否",314952.26,2789716.34,"2017-06-21T10:58:00"
186263,"042017060001938","2017-06-21T09:54:58","106年6月EMIC操作演練中央專案","土石災情","土石流","121.23337984085083,23.095009812836317",121.23338,23.09501,"臺東縣","池上鄉  ","臺東縣池上鄉[臺東縣池上鄉錦園村]","錦園村鳳梨園一帶發生土石流，多棟房屋毀損並有數人失蹤，目前已撤離收容當地居民計48人，搜救作業仍持續進行中。",0,29,0,0,48,"未指派","點","災情查報WEB","","是","否",273907.57,2554823,"2017-06-21T10:27:00"
186264,"042017060001888","2017-06-21T09:54:53","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.32922863960266,23.02317406302512",120.329229,23.023174,"臺南市","新化區  ","臺南市新化區知義里新和庄新豐一號橋[臺南市新化區知義里10鄰236號]","臺南市新化區新豐一號橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"待處理","點","災情查報WEB","","是","否",181248.35,2547006.66,"2017-06-21T10:27:00"
186265,"042017060002001","2017-06-21T09:54:39","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.300905120644,23.2996076856688",120.300905,23.299608,"臺南市","新營區  ","臺南市新營區土庫過水路橋","臺南市新營區土庫過水路橋因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"待處理","點","災情查報WEB","","是","是",178492.11,2577632.75,"2017-06-21T10:27:00"
186266,"042017060001890","2017-06-21T09:54:38","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","121.293924,25.046702",121.293924,25.046702,"桃園市","蘆竹區  ","桃園市蘆竹區新南路20號","桃園市蘆竹區新南路馬可波羅社區因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。邱顯助里長回報災情",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",279657.55,2770982.58,"2017-06-21T10:27:00"
186643,"042017060002289","2017-06-21T09:54:38","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","121.293924,25.046702",121.293924,25.046702,"桃園市","蘆竹區  ","桃園市蘆竹區新南路20號","桃園市蘆竹區新南路馬可波羅社區因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。邱顯助里長回報災情 ==================== 桃園市蘆竹區忠孝西橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。張長祿里長回報災情 ",0,0,0,0,0,"待處理","點","災情查報WEB","","是","否",279657.55,2770982.58,"2017-06-21T10:58:00"
186267,"042017060001996","2017-06-21T09:54:37","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","120.61785578727722,24.330629165931263",120.617856,24.330629,"臺中市","外埔區  ","臺中市外埔區[臺中市外埔區水美里]二崁路金葉山莊社區","臺中市外埔區水美里二崁路金葉山莊社區因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",211219.83,2691693.44,"2017-06-21T10:27:00"
186268,"042017060001884","2017-06-21T09:54:32","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","121.77774,25.135111",121.77774,25.135111,"基隆市","信義區  ","基隆市信義區教忠街及深澳坑路口","接獲民眾通報教忠街及深澳坑路口一棵約3公尺樹木遭強風吹倒，砸中一輛汽車，無人傷亡。",0,0,0,0,0,"未指派","點","災情查報WEB","","否","是",328420.55,2780968.92,"2017-06-21T10:27:00"
186269,"042017060001917","2017-06-21T09:54:31","106年6月EMIC操作演練中央專案","其他災情","人員落水","121.772525219088,25.1273705092704",121.772525,25.127371,"基隆市","信義區  ","基隆市信義區深澳坑溪","大雨導致基隆市信義區深澳坑溪溪水暴漲，5名釣客遭大水沖走，目前仍未有消息。",0,5,0,0,0,"未指派","點","災情查報WEB","","否","否",327899.63,2780108.48,"2017-06-21T10:27:00"
186270,"042017060001922","2017-06-21T09:54:03","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.45393099838293,23.48304218440675",120.453931,23.483042,"嘉義市","東區   ","嘉義市東區[嘉義市東區北門里1鄰忠孝路169號]","接獲民眾通報，嘉義市忠孝路與民權路口一棵約3公尺路樹遭強風吹倒，砸中一旁停放於路旁的小貨車，所幸現場無人傷亡。",0,0,0,0,0,"待處理","點","災情查報WEB","","否","否",194221.81,2597879.36,"2017-06-21T10:27:00"
186271,"052017060000011","2017-06-21T09:54:00","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","121.219455,24.944722",121.219455,24.944722,"桃園市","平鎮區  ","桃園市平鎮區北華里19鄰振平街20號","北華里里長通報桃園市平鎮區振平街橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行",0,0,1,0,0,"未指派","點","災情查報GIS","","是","否",272161.72,2759672.79,"2017-06-21T10:27:00"
187438,"112017060001897","2017-06-21T09:53:43","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","121.5254,25.0932",121.5254,25.0932,"臺北市","士林區  ","台北市士林區福德里文林路371號","台北市士林區文林路中正社區因豪雨導致排水溝宣洩不及,附近12戶民宅水淹及膝,財物損失約26萬元",0,0,0,0,0,"處理中","點","自建系統","","否","否",302994.28,2776203.68,"2017-06-21T12:28:00"
187437,"112017060001898","2017-06-21T09:53:43","106年6月EMIC操作演練中央專案","其他災情","人員落水","121.5292,25.09935",121.5292,25.09935,"臺北市","士林區  ","台北市士林區福志里中山北路五段756巷18號","大雨導致於台北市士林區磺溪溪水暴漲，5名釣客遭大水沖走，目前仍未有消息。",0,5,0,0,0,"已處理","點","自建系統","","是","否",303374.9,2776886.38,"2017-06-21T12:28:00"
186272,"112017060001845","2017-06-21T09:53:00","106年6月EMIC操作演練中央專案","其他災情","溪水暴漲","121.50118,25.05165",121.50118,25.05165,"新北市","三重區  ","三重區新北市三重區同安里忠孝橋","新北市三重區同安里忠孝橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"處理中","點","自建系統","","是","否",300568.35,2771592.08,"2017-06-21T10:27:00"
186273,"042017060001887","2017-06-21T09:52:51","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌掉落","121.377201,23.101708",121.377201,23.101708,"臺東縣","成功鎮  ","臺東縣成功鎮中正路2號","中正路招牌掉落",0,0,0,0,0,"未指派","點","災情查報WEB","","否","是",288638.9,2555595.53,"2017-06-21T10:27:00"
186274,"042017060001936","2017-06-21T09:52:32","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.680076,23.90713",120.680076,23.90713,"南投縣","南投市  ","南投縣南投市民族路494號","接獲民眾通報，南投縣南投市民族路與南崗路街口一棵約3公尺路樹遭強風吹倒，砸中一輛停放於路旁的小貨車，所幸現場無人傷亡。(縣府提報)",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",217426.99,2644774.95,"2017-06-21T10:27:00"
186275,"042017060001894","2017-06-21T09:52:21","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.391315,22.640212",120.391315,22.640212,"高雄市","大寮區  ","大寮區後庄里民慶街9號","民眾通報大寮區後庄里民慶街9號台鐵後庄站前人行道積水超過半個輪胎高，目前現場有1輛汽車因淹水熄火，等待救援。",0,0,2,0,0,"未指派","點","災情查報WEB","","否","否",187437.33,2504571.57,"2017-06-21T10:27:00"
186276,"112017060001844","2017-06-21T09:52:00","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","121.49185,25.07846",121.49185,25.07846,"新北市","三重區  ","三重區溪美里自強路尊皇大都會社區","新北市三重區自強路尊皇大都會社區因豪雨導致排水溝宣洩不及，附近12戶民宅淹水及膝。",0,0,0,0,0,"處理中","點","自建系統","","是","否",299616.16,2774558.25,"2017-06-21T10:27:00"
186277,"042017060001891","2017-06-21T09:51:56","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.13598084449768,23.22898334714559",120.135981,23.228983,"臺南市","將軍區  ","臺南市將軍區[臺南市將軍區將富里]將軍溪橋","臺南市將軍區將軍溪橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","是",161575.21,2569902.46,"2017-06-21T10:27:00"
186278,"042017060001892","2017-06-21T09:51:46","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","121.353828,23.073961",121.353828,23.073961,"臺東縣","成功鎮  ","臺東縣成功鎮和平里","成功鎮和平里八邊橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",286252.09,2552516.95,"2017-06-21T10:27:00"
186279,"042017060001967","2017-06-21T09:51:01","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.9026056811,22.3772088322964",120.902606,22.377209,"臺東縣","大武鄉  ","臺東縣大武鄉","00市00區橋水位[因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行",0,0,0,0,0,"已處理","點","災情查報WEB","","是","否",239970.67,2475325.57,"2017-06-21T10:27:00"
187584,"112017060001914","2017-06-21T09:51:01","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","121.5532,25.06004",121.5532,25.06004,"臺北市","松山區  ","台北市松山區精忠里富錦街107巷258號","台北市松山區精忠里富錦街107巷258號因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。",0,0,0,0,0,"處理中","點","自建系統","","否","否",305813.4,2772541.86,"2017-06-21T14:28:00"
186280,"042017060001886","2017-06-21T09:50:57","106年6月EMIC操作演練中央專案","路樹災情","路樹傾斜","120.995828349709,24.832624860738",120.995828,24.832625,"新竹縣","竹北市  ","新竹縣竹北市","道路掏空",0,0,0,0,0,"已處理","點","災情查報WEB","","否","是",249578.34,2747239,"2017-06-21T10:27:00"
186281,"042017060001882","2017-06-21T09:50:40","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","121.293105,25.044299",121.293105,25.044299,"桃園市","蘆竹區  ","桃園市蘆竹區忠孝西路13號","桃園市蘆竹區忠孝西橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。張長祿里長回報災情",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",279575.48,2770716.24,"2017-06-21T10:27:00"
186282,"042017060001885","2017-06-21T09:50:39","106年6月EMIC操作演練中央專案","鐵路、高鐵及捷運災情","其他","121.707011085418,25.1441610366763",121.707011,25.144161,"基隆市","安樂區  ","基隆市七堵區七堵火車站","台鐵七堵站部份路段因大雨造成水淹過軌道,導玫七堵地區列車全面停駛.",0,0,0,0,0,"未指派","點","災情查報WEB","","是","否",321283.37,2781932.13,"2017-06-21T10:27:00"
186283,"042017060001873","2017-06-21T09:50:13","106年6月EMIC操作演練中央專案","廣告招牌災情","廣告招牌欲墜","120.786402,23.982801",120.786402,23.982801,"南投縣","草屯鎮  ","南投縣草屯鎮中正路100號","廣告招牌欲墜",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",228265.28,2653134.85,"2017-06-21T10:27:00"
186284,"042017060001895","2017-06-21T09:50:09","106年6月EMIC操作演練中央專案","橋梁災情","橋墩基礎沖刷","120.995828349709,24.832624860738",120.995828,24.832625,"新竹縣","竹北市  ","新竹縣竹北市","竹北市溪州里水利大橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行",0,0,0,0,0,"未指派","點","災情查報WEB","","是","是",249578.34,2747239,"2017-06-21T10:27:00"
186285,"042017060001870","2017-06-21T09:50:07","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","121.772525219088,25.1273705092704",121.772525,25.127371,"基隆市","信義區  ","基隆市信義區金牛橋","基隆市信義區金牛橋達一級警戒水位,禁止人車通行。",0,0,0,0,0,"未指派","點","災情查報WEB","","是","是",327899.63,2780108.48,"2017-06-21T10:27:00"
186286,"042017060001874","2017-06-21T09:50:04","106年6月EMIC操作演練中央專案","積淹水災情","房屋積淹水","121.717706,25.148783",121.717706,25.148783,"基隆市","中山區  ","基隆市中山區中和路164巷7號","瞬間豪大雨造成路面積水達20公分",0,0,0,0,0,"未指派","點","災情查報WEB","","否","是",322358.97,2782449.8,"2017-06-21T10:27:00"
186287,"072017060000224","2017-06-21T09:48:44","106年6月EMIC操作演練中央專案","路樹災情","路樹倒塌","120.29576891391571,23.457060980516015",120.295769,23.457061,"嘉義縣","太保市  ","嘉義縣太保市祥和二路東段10號","2017/06/21 09:48:44 - 路樹倒塌。 ==================== 2017/06/21 09:47:11 - 道路淹水30公分。 ",0,0,0,0,0,"待處理","點","119消防署派遣系統","","否","否",178051.78,2595072.31,"2017-06-21T10:27:00"
186288,"042017060001875","2017-06-21T09:48:24","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","121.750964,25.12951",121.750964,25.12951,"基隆市","信義區  ","基隆市信義區信二路181號","基隆市信義區信二路建國新村社區因豪雨導致排水宣洩不及，附近12戶民宅淹水及膝",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",325724.05,2780333.2,"2017-06-21T10:27:00"
186289,"122017060000229","2017-06-21T09:47:32","106年6月EMIC操作演練中央專案","積淹水災情","道路積淹水","120.330497,22.609630",120.330497,22.60963,"高雄市","前鎮區  ","高雄市前鎮區公正路","道路積淹水",0,0,0,0,0,"待處理","點","企業通報-TCAT","TCAT","否","否",181170.84,2501211.98,"2017-06-21T10:27:00"
186290,"042017060001982","2017-06-21T09:47:25","106年6月EMIC操作演練中央專案","橋梁災情","河川水位達警戒水位及封閉橋梁","120.664210771,24.3307334113431",120.664211,24.330733,"臺中市","外埔區  ","臺中市外埔區新加坡陸橋","臺中市外埔區新加坡陸橋水位因達一級警戒水位，目前已進行封橋作業，暫時禁止人車通行。",0,0,0,0,0,"待處理","點","災情查報WEB","","是","否",215924.02,2691692.85,"2017-06-21T10:27:00"
186291,"042017060001872","2017-06-21T09:47:10","106年6月EMIC操作演練中央專案","積淹水災情","地區積淹水","120.30009984970093,23.130020391727218",120.3001,23.13002,"臺南市","善化區  ","臺南市善化區大成路坐駕社區[臺南市善化區光文里15鄰大成路220號]","臺南市善化區大成路坐駕社區因豪雨導致排水溝宣洩不及，附近12戶民宅水淹及膝。",0,0,0,0,0,"未指派","點","災情查報WEB","","否","否",178319.3,2558852.77,"2017-06-21T10:27:00"
